Timestamp,D/A,T/A,T/B,A/B,State
14:06:22,0.4590520186224935,0.8625042898884511,0.15152170319386596,0.17567646325963487,Wakeful
14:06:25,5.580331990249668,0.5956739567397832,0.13779783239917598,0.23133096694937796,Wakeful
14:06:28,0.9896936031904111,1.8299395551531474,0.17907908160216476,0.09786065397508589,Wakeful
14:06:31,0.7986034672122705,1.3906121235981845,0.4132337028029826,0.2971595715228972,Wakeful
14:06:35,0.27644033937310614,0.523754573006324,0.1368664408065163,0.26131789173870135,Wakeful
14:06:38,0.41810562653876193,0.37759978150110934,0.07673785202462956,0.20322536130599989,Wakeful
14:06:40,1.8413448619211845,0.7300221899957049,0.043135676037371416,0.059088171056314344,Wakeful
14:06:43,0.870779164910795,0.6200346597357743,0.2220951300971368,0.35819792750260426,Wakeful
14:06:47,0.3056935465171452,0.3234427118242722,0.12796056982223833,0.3956205075715537,Wakeful
14:06:50,0.2552643399639165,0.5141415324203542,0.10660721123702893,0.2073499309327699,Wakeful
14:06:52,3.616328685125698,3.076066908924714,0.2692058526191829,0.0875162539014107,Drowsy
14:06:55,0.5506355270219534,1.591367574170691,0.7595754448619474,0.4773098668029508,Wakeful
14:06:58,1.5726466263342298,1.064556437756955,0.16419700511487542,0.1542398310613219,Wakeful
14:07:02,0.10110417579772402,0.506094029866171,0.12906114820870973,0.25501416849915814,Wakeful
14:07:05,0.48625614522048033,0.587858520281594,0.14215412020821822,0.241816891826496,Wakeful
14:07:08,0.30163120422242534,0.5796617559743706,0.3318349840823562,0.5724631315801832,Wakeful
14:07:11,1.2994464029756376,1.3138290072421432,0.20649073591511027,0.15716713116918823,Wakeful
14:07:14,0.2552222310041753,0.20709897153836176,0.05876412567597201,0.2837489980730633,Wakeful
14:07:16,0.37470095052705904,0.6245379221128845,0.1219015535900455,0.19518679214488424,Wakeful
14:07:20,0.4436094555364922,0.25185917631054944,0.03950768854573779,0.15686420135442553,Wakeful
14:07:23,0.6475855311305376,1.429527953425455,0.47263716922232474,0.33062464297377664,Wakeful
14:07:26,2.1404228483448846,0.6276823579858459,0.15737753889257075,0.25072799464617035,Wakeful
14:07:29,0.3889590113498994,0.47723740941124015,0.07334244922832861,0.15368126593179268,Wakeful
14:07:32,0.8037893754365639,2.6231151810370466,0.315520593278685,0.12028468881566387,Wakeful
